Car, Rating, MPG, Horsepower
2020 Honda Odyssey, 4.6, 22, 280
2020 Chrysler Pacifica, 4.5, 22, 287
2020 Chrysler Voyager, 4.5, 22, 287
2020 Toyota Sienna, 4.4, 21, 296
2020 Kia Sedona, 4.3, 21, 276
2019 Dodge Grand Caravan Passenger, 3.6, 20, 283
