ID, Type, Car, MPG, Horsepower, Seats, MSRP, Market Price, Price Range, Image Link
445564, sedan, 2020 Acura ILX Premium & A-SPEC Pkgs, 28 MPG, 201, 5, 30745, 28423, $26895 - $32645, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13357/2019-acura-ilx-side_13357_001_640x480_wx.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442170, sedan, 2019 Audi RS 5 Base Style, 20 MPG, 444, 5, 75195, 67577, $75195, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13351/2019-audi-rs%205%20sportback-side_13351_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442353, sedan, 2019 Audi S5 Prestige, 24 MPG, 349, 5, 61495, 54533, $53395 - $61495, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12034/2018-audi-s5%20sportback-side_12034_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441731, sedan, 2019 Audi A5 Premium, 27 MPG, 248, 5, 45195, 38985, $45195 - $53295, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13378/2019-audi-a5%20sportback-side_13378_001_640x480_l5.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438617, sedan, 2019 Genesis G70 3.3T Design Edition, 21 MPG, 365, 5, 49745, 47108, $35895 - $53245, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13604/2019-genesis-g70-side_13604_001_640x480_e5e.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443183, sedan, 2019 Audi S4 Prestige, 24 MPG, 349, 5, 58795, 51533, $51195 - $58795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13374/2019-audi-s4-side_13374_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441280, sedan, 2019 Tesla Model 3 Mid Range, 130 MPGe, 0, 5, 45200, 45200, $36200 - $60700, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12659/2017-tesla-model%203-side_12659_001_640x480_ppsw.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441720, sedan, 2019 Audi A4 Premium, 30 MPG, 188, 5, 38395, 33338, $38395 - $51795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13355/2019-audi-a4-side_13355_001_640x480_t9.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444744, sedan, 2020 Lexus ES ES 350, 26 MPG, 302, 5, 40925, 37786, $40925 - $46685, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13039/2019-lexus-es-side_13039_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445883, sedan, 2020 Mercedes-Benz E‑Class E 350, 26 MPG, 255, 5, 55045, 50525, $55045 - $62545, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13223/2019-mercedes-benz-e-class-side_13223_001_640x480_799.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445714, sedan, 2020 INFINITI Q50 3.0t PURE, 23 MPG, 300, 5, 37425, 32948, $37425 - $57275, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13992/2020-infiniti-q50-side_13992_001_640x480_qaw.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445303, sedan, 2020 Lexus GS GS 350, 23 MPG, 311, 5, 52420, 48829, $52090 - $86035, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
443477, sedan, 2020 Acura TLX 2.4 w/Technology Pkg, 27 MPG, 206, 5, 37695, 32756, $33995 - $50945, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12069/2018-acura-tlx-side_12069_001_640x480_wh.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444324, sedan, 2020 Cadillac CT5 Sport, 25 MPG, 237, 5, 42690, 40850, $37890 - $48690, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
441374, sedan, 2019 Audi A6 Prestige, 25 MPG, 335, 5, 68095, 59092, $59895 - $68095, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13283/2019-audi-a6-side_13283_001_640x480_t9.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439795, sedan, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 63 S AMG, 18 MPG, 603, 5, 107275, 95818, $73475 - $107275, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13514/2019-mercedes-benz-e-class-side_13514_001_640x480_149.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
436528, sedan, 2019 BMW M5 Base Style, 17 MPG, 600, 5, 104695, 0, $104695 - $111995, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13601/2019-bmw-m5-side_13601_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439968, sedan, 2019 BMW 5 Series 530e iPerformance, 29 MPG | 72 MPGe, 180, 5, 54395, 48863, $54395 - $75445, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12994/2019-bmw-5-series-side_12994_001_640x480_a96.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439853, sedan, 2019 Genesis G80 3.8, 21 MPG, 311, 5, 43045, 39881, $43045 - $60495, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12037/2018-genesis-g80-side_12037_001_640x480_yw6.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441277, sedan, 2019 Acura RLX Sport Hybrid SH-AWD, 28 MPG, 310, 5, 62945, 52766, $62945, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12568/2018-acura-rlx-side_12568_001_640x480_wv.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441173, sedan, 2019 Acura RLX Base Style, 23 MPG, 310, 5, 55895, 46873, $55895, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12480/2018-acura-rlx-side_12480_001_640x480_wx.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441537, sedan, 2019 Buick LaCrosse Avenir, 24 MPG, 310, 5, 45795, 42538, $30495 - $47995, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
439862, sedan, 2019 Lincoln Continental Select, 19 MPG, 305, 5, 52940, 48874, $47140 - $73040, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12798/2018-lincoln-continental-side_12798_001_640x480_ug.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442154, sedan, 2019 Cadillac XTS Platinum, 22 MPG, 304, 5, 67190, 62473, $47890 - $73990, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12939/2019-cadillac-xts-side_12939_001_640x480_g1w.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444078, sedan, 2019 BMW 6 Series 650i Gran Coupe xDrive, 20 MPG, 443, 5, 97095, 88793, $71295 - $125395, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12108/2018-bmw-6-series-side_12108_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443867, sedan, 2020 Cadillac CT6‑V Base Style, 0, 550, 5, 95890, 92888, $95890, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
445979, sedan, 2020 Porsche Panamera Turbo S E-Hybrid Sport Turismo, 20 MPG | 48 MPGe, 550, 4, 193050, 0, $88550 - $199450, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12734/2018-porsche-panamera-side_12734_001_640x480_0q.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
447114, sedan, 2020 Kia K900 Luxury, 21 MPG, 365, 5, 61340, 0, $61340, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13368/2019-kia-k900-side_13368_001_640x480_swp.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444534, sedan, 2020 BMW 3 Series M340i, 25 MPG, 382, 5, 54995, 49973, $54995 - $56995, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13651/2020-bmw-3-series-side_13651_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445337, sedan, 2020 Lexus GS GS F, 19 MPG, 467, 5, 86035, 81225, $86035, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14294/2020-lexus-gs%20f-side_14294_001_640x480_083.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442170, sedan, 2019 Audi RS 5 Base Style, 20 MPG, 444, 5, 75195, 67577, $75195, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13351/2019-audi-rs%205%20sportback-side_13351_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442353, sedan, 2019 Audi S5 Prestige, 24 MPG, 349, 5, 61495, 54533, $53395 - $61495, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12034/2018-audi-s5%20sportback-side_12034_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443183, sedan, 2019 Audi S4 Prestige, 24 MPG, 349, 5, 58795, 51533, $51195 - $58795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13374/2019-audi-s4-side_13374_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439795, sedan, 2019 Mercedes-Benz Mercedes‑AMG E‑Class E 63 S AMG, 18 MPG, 603, 5, 107275, 95818, $73475 - $107275, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13514/2019-mercedes-benz-e-class-side_13514_001_640x480_149.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441730, sedan, 2019 Mercedes-Benz Mercedes‑AMG C‑Class C 63 AMG, 21 MPG, 469, 5, 67995, 62562, $56245 - $75595, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13418/2019-mercedes-benz-c-class-side_13418_001_640x480_149.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
436528, sedan, 2019 BMW M5 Base Style, 17 MPG, 600, 5, 104695, 0, $104695 - $111995, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13601/2019-bmw-m5-side_13601_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443273, sedan, 2019 Audi RS 3 Base Style, 22 MPG, 394, 5, 57195, 51464, $57195, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13696/2019-audi-rs%203-side_13696_001_640x480_2y2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441401, sedan, 2019 Mercedes-Benz Mercedes‑AMG CLA CLA 45 4MATIC, 26 MPG, 375, 5, 54095, 49459, $54095, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12096/2018-mercedes-benz-cla-class-side_12096_001_640x480_650.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445401, hatchback, 2019 FIAT 500e Base Style, 112 MPGe, 111, 4, 34705, 33452, $34705, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12927/2018-fiat-500e-side_12927_001_640x480_pwh.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442432, hatchback, 2019 FIAT 500 Abarth Base Style, 27 MPG, 160, 4, 21990, 20002, $21990, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12981/2018-fiat-500-side_12981_001_640x480_pwh.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443334, hatchback, 2019 FIAT 500 Pop, 27 MPG, 135, 4, 17740, 15621, $17740 - $21240, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
435013, hatchback, 2018 smart fortwo electric drive Pure, 108 MPGe, 80, 2, 24650, 21472, $24650 - $27490, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
447191, hatchback, 2019 smart fortwo EQ coupe Pure, 108 MPGe, 80, 2, 24650, 0, $24650 - $27490, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
445338, hatchback, 2020 Kia Rio S, 36 MPG, 120, 5, 17755, 16659, $17755, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13699/2019-kia-rio%205-door-side_13699_001_640x480_abp.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445546, hatchback, 2020 Chevrolet Spark LS, 33 MPG, 98, 4, 14095, 13056, $14095 - $18595, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13232/2019-chevrolet-spark-side_13232_001_640x480_gaz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
436297, hatchback, 2019 Honda Fit Sport w/Honda Sensing, 36 MPG, 128, 5, 20255, 18976, $17145 - $22475, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12182/2018-honda-fit-side_12182_001_640x480_wb.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442003, hatchback, 2019 BMW i3 s w/Range Extender, 31 MPG | 100 MPGe, 181, 4, 52495, 47639, $45445 - $52495, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
442086, hatchback, 2019 Chevrolet Sonic LT, 29 MPG, 138, 5, 18895, 17647, $18895 - $22395, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
438895, hatchback, 2019 Nissan Versa Note SR, 34 MPG, 109, 5, 19255, 18357, $16545 - $19255, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13577/2019-nissan-versa%20note-side_13577_001_640x480_qac.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441449, hatchback, 2019 Ford Fiesta SE, 30 MPG, 120, 5, 16765, 15494, $16765 - $22315, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
438911, hatchback, 2019 Toyota Prius c LE, 46 MPG, 73, 5, 23910, 21901, $22485 - $23910, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13042/2019-toyota-prius%20c-side_13042_001_640x480_1f7.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441642, hatchback, 2019 Mitsubishi Mirage SE, 39 MPG, 78, 5, 17625, 15695, $14925 - $18125, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12386/2018-mitsubishi-mirage-side_12386_001_640x480_w54.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446930, hatchback, 2020 FIAT 500L Pop, 25 MPG, 160, 5, 23995, 0, $23995 - $26140, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12767/2018-fiat-500l-side_12767_001_640x480_pw3.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444190, hatchback, 2020 Toyota Prius Prime LE, 54 MPG | 133 MPGe, 96, 5, 28855, 27591, $28855 - $34755, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13739/2020-toyota-prius%20prime-side_13739_001_640x480_1f7.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444750, hatchback, 2020 Honda Civic Sport, 32 MPG, 180, 5, 23805, 22048, $22705 - $29905, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13956/2020-honda-civic%20hatchback-side_13956_001_640x480_wx.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445300, hatchback, 2020 MAZDA MAZDA3 Base Style, 27 MPG, 186, 5, 26045, 24859, $24645 - $29845, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13520/2019-mazda-mazda3-side_13520_001_640x480_25d.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444857, hatchback, 2020 Toyota Prius XLE, 52 MPG, 96, 5, 29330, 27408, $25280 - $33455, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13973/2020-toyota-prius-side_13973_001_640x480_1f7.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439420, hatchback, 2019 Honda Civic Type R Touring, 25 MPG, 306, 4, 37255, 35559, $37255, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13689/2019-honda-civic%20type%20r-side_13689_001_640x480_wz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
437166, hatchback, 2019 Chevrolet Bolt EV LT, 119 MPGe, 200, 5, 37495, 34330, $37495 - $41895, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13022/2019-chevrolet-bolt%20ev-side_13022_001_640x480_gaz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442341, hatchback, 2019 Hyundai Elantra GT Base Style, 27 MPG, 161, 5, 21380, 19712, $21380 - $25330, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12220/2018-hyundai-elantra%20gt-side_12220_001_640x480_waw.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438414, hatchback, 2019 Hyundai Ioniq Electric Limited, 136 MPGe, 118, 5, 37745, 36103, $31245 - $37745, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13229/2019-hyundai-ioniq%20electric-side_13229_001_640x480_waw.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438435, hatchback, 2019 Hyundai Ioniq Plug‑in Hybrid Base Style, 52 MPG | 119 MPGe, 104, 5, 26305, 24981, $26305 - $30305, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12637/2018-hyundai-ioniq%20plug-in%20hybrid-side_12637_001_640x480_waw.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438622, hatchback, 2019 Hyundai Ioniq Hybrid Blue, 58 MPG, 104, 5, 23330, 21722, $23330 - $29480, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12023/2017-hyundai-ioniq%20hybrid-side_12023_001_640x480_waw.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
447729, hatchback, 2019 Ferrari GTC4Lusso Base Style, 13 MPG, 680, 4, 304750, 0, $304750, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
442003, hatchback, 2019 BMW i3 s w/Range Extender, 31 MPG | 100 MPGe, 181, 4, 52495, 47639, $45445 - $52495, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
447729, hatchback, 2019 Ferrari GTC4Lusso Base Style, 13 MPG, 680, 4, 304750, 0, $304750, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
439420, hatchback, 2019 Honda Civic Type R Touring, 25 MPG, 306, 4, 37255, 35559, $37255, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13689/2019-honda-civic%20type%20r-side_13689_001_640x480_wz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441458, hatchback, 2019 Ford Fiesta ST, 28 MPG, 197, 5, 22315, 20967, $22315, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
439878, hatchback, 2019 Volkswagen Golf R 4Motion, 26 MPG, 288, 5, 42390, 39320, $41290 - $42390, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12844/2018-volkswagen-golf%20r-side_12844_001_640x480_x3x3.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438878, hatchback, 2019 Volkswagen Golf GTI S, 27 MPG, 228, 5, 28490, 24131, $28490 - $37990, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12674/2018-volkswagen-golf%20gti-side_12674_001_640x480_0q0q.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438196, hatchback, 2019 MINI Hardtop 4 Door Cooper S, 26 MPG, 189, 5, 27750, 24736, $27750, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12977/2019-mini-hardtop%204%20door-side_12977_001_640x480_a62.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439214, hatchback, 2019 MINI Hardtop 2 Door John Cooper Works, 26 MPG, 228, 4, 32750, 29533, $26750 - $32750, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
442432, hatchback, 2019 FIAT 500 Abarth Base Style, 27 MPG, 160, 4, 21990, 20002, $21990, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12981/2018-fiat-500-side_12981_001_640x480_pwh.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443907, hatchback, 2019 MINI Clubman John Cooper Works ALL4, 24 MPG, 228, 5, 36750, 32038, $29750 - $36750, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
447729, hatchback, 2019 Ferrari GTC4Lusso Base Style, 13 MPG, 680, 4, 304750, 0, $304750, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
445300, hatchback, 2020 MAZDA MAZDA3 Base Style, 27 MPG, 186, 5, 26045, 24859, $26045 - $29845, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13520/2019-mazda-mazda3-side_13520_001_640x480_25d.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444892, hatchback, 2020 Toyota Prius LE, 50 MPG, 96, 5, 27890, 26208, $27890 - $30330, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13959/2020-toyota-prius-side_13959_001_640x480_1f7.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439878, hatchback, 2019 Volkswagen Golf R 4Motion, 26 MPG, 288, 5, 42390, 39320, $41290 - $42390, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12844/2018-volkswagen-golf%20r-side_12844_001_640x480_x3x3.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443907, hatchback, 2019 MINI Clubman John Cooper Works ALL4, 24 MPG, 228, 5, 36750, 32038, $27750 - $36750, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
447729, hatchback, 2019 Ferrari GTC4Lusso Base Style, 13 MPG, 680, 4, 304750, 0, $304750, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
444320, luxury, 2020 Volvo XC40 T4 Momentum, 27 MPG, 187, 5, 34695, 31471, $34695 - $43445, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12737/2019-volvo-xc40-side_12737_001_640x480_711.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445132, luxury, 2020 Buick Encore Essence, 26 MPG, 138, 5, 31795, 30297, $24195 - $31795, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12950/2019-buick-encore-side_12950_001_640x480_gaz.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
438745, luxury, 2019 Porsche 718 Boxster S, 22 MPG, 350, 2, 72650, 65835, $60250 - $84050, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/11314/2017-porsche-718%20boxster-side_11314_001_640x480_0q.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
439459, luxury, 2019 BMW X2 sDrive28i, 26 MPG, 228, 5, 37395, 34321, $37395 - $47445, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12703/2018-bmw-x2-side_12703_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
442411, luxury, 2019 BMW 2 Series M240i, 22 MPG, 335, 4, 46795, 42143, $36295 - $53395, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
442003, luxury, 2019 BMW i3 s w/Range Extender, 31 MPG | 100 MPGe, 181, 4, 52495, 47639, $45445 - $52495, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
441161, luxury, 2019 BMW X1 xDrive28i, 25 MPG, 228, 5, 37945, 34503, $35945 - $37945, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13532/2019-bmw-x1-side_13532_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
436478, luxury, 2019 BMW M2 Base Style, 19 MPG, 405, 4, 59895, 55354, $59895, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13862/2019-bmw-2-series-side_13862_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
441165, luxury, 2019 INFINITI QX30 Luxe, 27 MPG, 208, 5, 34025, 28598, $31175 - $42425, https://file.kbb.com/kbb/images/icons/no-image-te/640x480.png?interpolation=high-quality&downsize=200:*
443485, luxury, 2019 Audi TT Base Style, 26 MPG, 228, 4, 45895, 41654, $45895 - $67895, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13559/2019-audi-tt-side_13559_001_640x480_2y.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
446004, luxury, 2020 Audi Q5 45 TFSI Prestige, 24 MPG, 248, 5, 54695, 50833, $44295 - $54695, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/14210/2020-audi-q5-side_14210_001_640x480_t9.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
444534, luxury, 2020 BMW 3 Series M340i, 25 MPG, 382, 5, 54995, 49973, $41745 - $56995, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13651/2020-bmw-3-series-side_13651_001_640x480_300.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
443755, luxury, 2020 Acura RDX FWD w/Advance Pkg, 24 MPG, 272, 5, 46925, 43555, $38825 - $48925, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12875/2019-acura-rdx-side_12875_001_640x480_wa.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445006, luxury, 2020 Mercedes-Benz GLC GLC 300 4MATIC, 24 MPG, 255, 5, 45495, 43256, $43495 - $45495, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/13890/2020-mercedes-benz-glc-class-side_13890_001_640x480_799.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
445985, luxury, 2020 Lexus IS IS 350, 21 MPG, 311, 5, 45370, 41971, $39585 - $47735, https://file.kbb.com/kbb/vehicleimage/evoxseo/cp/l/12458/2018-lexus-is-side_12458_001_640x480_085.png?interpolation=high-quality&crop=1.0xw:0.90xh;lefttop&downsize=200:*
